Date,Ingredient,Consumption,Stock_Level,Purchase_Date,Expiration_Date,Shelf_Life_Days
2022-12-24,Pepper,490.8,5000.0,2022-12-24,2023-12-24,365
2022-12-24,Garlic_Powder,81.6,3620.1999999999994,2022-12-12,2023-12-12,365
2022-12-24,Sugar,17964.0,5000.0,2022-12-24,2023-12-24,365
2022-12-24,Apple,7391.999999999999,5000.0,2022-12-24,2023-01-23,30
2022-12-24,Strawberry,16920.0,5000.0,2022-12-24,2023-01-03,10
2022-12-24,Water,98640.0,5000.0,2022-12-24,2023-12-24,365
2022-12-24,Paprika,122.39999999999999,4220.800000000001,2022-12-18,2023-12-18,365
2022-12-24,Masala_Mix,2112.0,3008.0,2022-12-23,2023-12-23,365
2022-12-24,Syrup,8039.999999999999,5000.0,2022-12-24,2023-06-22,180
2022-12-24,Lettuce,3042.0,5000.0,2022-12-24,2022-12-31,7
2022-12-24,Bread_Crumbs,3552.0,5000.0,2022-12-24,2023-06-22,180
2022-12-24,Milk,74700.0,5000.0,2022-12-24,2022-12-31,7
2022-12-24,Syrup_Sprite,5400.0,5000.0,2022-12-24,2023-06-22,180
2022-12-24,Bun,27300.0,100.0,2022-12-24,2022-12-31,7
2022-12-25,Tomato,9817.5,5000.0,2022-12-25,2023-01-08,14
2022-12-25,Syrup_Diet,9825.0,5000.0,2022-12-25,2023-06-23,180
2022-12-25,Cocoa,4020.0,980.0,2022-12-24,2023-12-24,365
2022-12-25,Cocoa,4020.0,5000.0,2022-12-25,2023-12-25,365
2022-12-25,Egg,20970.0,100.0,2022-12-25,2022-12-30,5
2022-12-25,Potato,36255.0,5000.0,2022-12-25,2023-01-04,10
2022-12-25,Oil,2640.0,2552.0,2022-12-24,2023-03-24,90
2022-12-25,Butter,5970.0,5000.0,2022-12-25,2023-01-24,30
2022-12-25,Salt,1713.0,5000.0,2022-12-25,2023-12-25,365
2022-12-25,Cream,13125.0,5000.0,2022-12-25,2023-01-08,14
2022-12-25,Mango,9750.0,5000.0,2022-12-25,2023-01-04,10
2022-12-25,Syrup_Zero,2775.0,3085.0,2022-12-24,2023-06-22,180
2022-12-25,Veggie_Patty,33060.0,5000.0,2022-12-25,2023-01-24,30
2022-12-25,Oreo,1485.0,1175.0,2022-12-23,2023-06-21,180
2022-12-25,Paneer,4500.0,1420.0000000000005,2022-12-24,2022-12-31,7
2022-12-25,Chocolate,1980.0,3020.0,2022-12-24,2023-12-24,365
2022-12-25,Flour,19800.0,5000.0,2022-12-25,2023-06-23,180
2022-12-25,Pepper,714.0,129.0000000000016,2022-12-12,2023-12-12,365
2022-12-25,Pepper,714.0,5000.0,2022-12-24,2023-12-24,365
2022-12-25,Garlic_Powder,90.0,3530.1999999999994,2022-12-12,2023-12-12,365
2022-12-25,Sugar,20070.0,5000.0,2022-12-25,2023-12-25,365
2022-12-25,Apple,15600.0,5000.0,2022-12-25,2023-01-24,30
2022-12-25,Strawberry,14700.0,5000.0,2022-12-25,2023-01-04,10
2022-12-25,Water,106500.0,5000.0,2022-12-25,2023-12-25,365
2022-12-25,Paprika,135.0,4085.800000000001,2022-12-18,2023-12-18,365
2022-12-25,Masala_Mix,1530.0,1478.0,2022-12-23,2023-12-23,365
2022-12-25,Syrup,4575.0,425.0,2022-12-24,2023-06-22,180
2022-12-25,Syrup,4575.0,5000.0,2022-12-25,2023-06-23,180
2022-12-25,Lettuce,7110.0,5000.0,2022-12-25,2023-01-01,7
2022-12-25,Bread_Crumbs,2160.0,2840.0,2022-12-24,2023-06-22,180
2022-12-25,Milk,62925.0,5000.0,2022-12-25,2023-01-01,7
2022-12-25,Syrup_Sprite,9450.0,5000.0,2022-12-25,2023-06-23,180
2022-12-25,Bun,38475.0,100.0,2022-12-25,2023-01-01,7
2022-12-26,Tomato,7600.0,5000.0,2022-12-26,2023-01-09,14
2022-12-26,Syrup_Diet,4200.0,800.0,2022-12-25,2023-06-23,180
2022-12-26,Syrup_Diet,4200.0,5000.0,2022-12-26,2023-06-24,180
2022-12-26,Cocoa,2100.0,3880.0,2022-12-25,2023-12-25,365
2022-12-26,Egg,9900.0,100.0,2022-12-26,2022-12-31,5
2022-12-26,Potato,49320.0,5000.0,2022-12-26,2023-01-05,10
2022-12-26,Oil,4050.0,5000.0,2022-12-26,2023-03-26,90
2022-12-26,Butter,3550.0,1450.0,2022-12-25,2023-01-24,30
2022-12-26,Salt,1689.0,3311.0,2022-12-25,2023-12-25,365
2022-12-26,Cream,18900.0,5000.0,2022-12-26,2023-01-09,14
2022-12-26,Mango,11700.0,5000.0,2022-12-26,2023-01-05,10
2022-12-26,Syrup_Zero,3500.0,5000.0,2022-12-26,2023-06-24,180
2022-12-26,Veggie_Patty,26300.0,5000.0,2022-12-26,2023-01-25,30
2022-12-26,Oreo,3540.0,5000.0,2022-12-26,2023-06-24,180
2022-12-26,Paneer,10700.0,5000.0,2022-12-26,2023-01-02,7
2022-12-26,Chocolate,3990.0,5000.0,2022-12-26,2023-12-26,365
2022-12-26,Flour,12500.0,5000.0,2022-12-26,2023-06-24,180
2022-12-26,Pepper,526.0,4603.000000000002,2022-12-24,2023-12-24,365
2022-12-26,Garlic_Powder,214.0,3316.1999999999994,2022-12-12,2023-12-12,365
2022-12-26,Sugar,17570.0,5000.0,2022-12-26,2023-12-26,365
2022-12-26,Apple,11600.0,5000.0,2022-12-26,2023-01-25,30
2022-12-26,Strawberry,8100.0,5000.0,2022-12-26,2023-01-05,10
2022-12-26,Water,63000.0,5000.0,2022-12-26,2023-12-26,365
2022-12-26,Paprika,321.0,3764.800000000001,2022-12-18,2023-12-18,365
2022-12-26,Masala_Mix,1625.0,5000.0,2022-12-26,2023-12-26,365
2022-12-26,Syrup,6750.0,5000.0,2022-12-26,2023-06-24,180
2022-12-26,Lettuce,5615.0,5000.0,2022-12-26,2023-01-02,7
2022-12-26,Bread_Crumbs,2480.0,360.0,2022-12-24,2023-06-22,180
2022-12-26,Bread_Crumbs,2480.0,5000.0,2022-12-26,2023-06-24,180
2022-12-26,Milk,67500.0,5000.0,2022-12-26,2023-01-02,7
2022-12-26,Syrup_Sprite,1300.0,3700.0,2022-12-25,2023-06-23,180
2022-12-26,Bun,27900.0,100.0,2022-12-26,2023-01-02,7
2022-12-27,Tomato,6200.0,5000.0,2022-12-27,2023-01-10,14
2022-12-27,Syrup_Diet,1900.0,3900.0,2022-12-26,2023-06-24,180
2022-12-27,Cocoa,1580.0,2300.0,2022-12-25,2023-12-25,365
2022-12-27,Egg,12300.0,100.0,2022-12-27,2023-01-01,5
2022-12-27,Potato,27900.0,5000.0,2022-12-27,2023-01-06,10
2022-12-27,Oil,2500.0,2500.0,2022-12-26,2023-03-26,90
2022-12-27,Butter,2600.0,5000.0,2022-12-27,2023-01-26,30
2022-12-27,Salt,1223.0,2088.0,2022-12-25,2023-12-25,365
2022-12-27,Cream,10750.0,5000.0,2022-12-27,2023-01-10,14
2022-12-27,Mango,5000.0,5000.0,2022-12-27,2023-01-06,10
2022-12-27,Syrup_Zero,5800.0,5000.0,2022-12-27,2023-06-25,180
2022-12-27,Veggie_Patty,23740.0,5000.0,2022-12-27,2023-01-26,30
2022-12-27,Oreo,2430.0,2570.0,2022-12-26,2023-06-24,180
2022-12-27,Paneer,10200.0,5000.0,2022-12-27,2023-01-03,7
2022-12-27,Chocolate,840.0,4160.0,2022-12-26,2023-12-26,365
2022-12-27,Flour,9050.0,5000.0,2022-12-27,2023-06-25,180
2022-12-27,Pepper,372.0,4231.000000000002,2022-12-24,2023-12-24,365
2022-12-27,Garlic_Powder,204.0,3112.1999999999994,2022-12-12,2023-12-12,365
2022-12-27,Sugar,10910.0,5000.0,2022-12-27,2023-12-27,365
2022-12-27,Apple,8160.0,5000.0,2022-12-27,2023-01-26,30
2022-12-27,Strawberry,6000.0,5000.0,2022-12-27,2023-01-06,10
2022-12-27,Water,46800.0,5000.0,2022-12-27,2023-12-27,365
2022-12-27,Paprika,306.0,3458.800000000001,2022-12-18,2023-12-18,365
2022-12-27,Masala_Mix,1480.0,3520.0,2022-12-26,2023-12-26,365
2022-12-27,Syrup,1350.0,3650.0,2022-12-26,2023-06-24,180
2022-12-27,Lettuce,4530.0,470.0,2022-12-26,2023-01-02,7
2022-12-27,Lettuce,4530.0,5000.0,2022-12-27,2023-01-03,7
2022-12-27,Bread_Crumbs,2460.0,2900.0,2022-12-26,2023-06-24,180
2022-12-27,Milk,38000.0,5000.0,2022-12-27,2023-01-03,7
2022-12-27,Syrup_Sprite,2650.0,1050.0,2022-12-25,2023-06-23,180
2022-12-27,Bun,25900.0,100.0,2022-12-27,2023-01-03,7
2022-12-28,Tomato,5460.0,5000.0,2022-12-28,2023-01-11,14
2022-12-28,Syrup_Diet,7450.0,5000.0,2022-12-28,2023-06-26,180
2022-12-28,Cocoa,2720.0,5000.0,2022-12-28,2023-12-28,365
2022-12-28,Egg,3600.0,100.0,2022-12-28,2023-01-02,5
2022-12-28,Potato,35390.0,5000.0,2022-12-28,2023-01-07,10
2022-12-28,Oil,3590.0,5000.0,2022-12-28,2023-03-28,90
2022-12-28,Butter,2920.0,2080.0,2022-12-27,2023-01-26,30
2022-12-28,Salt,1205.0,883.0,2022-12-25,2023-12-25,365
2022-12-28,Salt,1205.0,5000.0,2022-12-28,2023-12-28,365
2022-12-28,Cream,12750.0,5000.0,2022-12-28,2023-01-11,14
2022-12-28,Mango,9700.0,5000.0,2022-12-28,2023-01-07,10
2022-12-28,Syrup_Zero,3600.0,1400.0,2022-12-27,2023-06-25,180
2022-12-28,Veggie_Patty,18400.0,5000.0,2022-12-28,2023-01-27,30
2022-12-28,Oreo,3540.0,5000.0,2022-12-28,2023-06-26,180
2022-12-28,Paneer,13200.0,5000.0,2022-12-28,2023-01-04,7
2022-12-28,Chocolate,2160.0,2000.0,2022-12-26,2023-12-26,365
2022-12-28,Flour,7800.0,5000.0,2022-12-28,2023-06-26,180
2022-12-28,Pepper,311.0,3920.000000000002,2022-12-24,2023-12-24,365
2022-12-28,Garlic_Powder,264.0,2848.1999999999994,2022-12-12,2023-12-12,365
2022-12-28,Sugar,13720.0,5000.0,2022-12-28,2023-12-28,365
2022-12-28,Apple,1600.0,3400.0,2022-12-27,2023-01-26,30
2022-12-28,Strawberry,11000.0,5000.0,2022-12-28,2023-01-07,10
2022-12-28,Water,102400.0,5000.0,2022-12-28,2023-12-28,365
2022-12-28,Paprika,396.0,3062.800000000001,2022-12-18,2023-12-18,365
2022-12-28,Masala_Mix,1320.0,2200.0,2022-12-26,2023-12-26,365
2022-12-28,Syrup,7250.0,5000.0,2022-12-28,2023-06-26,180
2022-12-28,Lettuce,4055.0,1415.0,2022-12-27,2023-01-03,7
2022-12-28,Bread_Crumbs,2560.0,340.0,2022-12-26,2023-06-24,180
2022-12-28,Bread_Crumbs,2560.0,5000.0,2022-12-28,2023-06-26,180
2022-12-28,Milk,56550.0,5000.0,2022-12-28,2023-01-04,7
2022-12-28,Syrup_Sprite,7300.0,5000.0,2022-12-28,2023-06-26,180
2022-12-28,Bun,17850.0,100.0,2022-12-28,2023-01-04,7
2022-12-29,Tomato,6960.0,5000.0,2022-12-29,2023-01-12,14
2022-12-29,Syrup_Diet,5850.0,5000.0,2022-12-29,2023-06-27,180
2022-12-29,Cocoa,820.0,4180.0,2022-12-28,2023-12-28,365
2022-12-29,Egg,7980.0,100.0,2022-12-29,2023-01-03,5
2022-12-29,Potato,24970.0,5000.0,2022-12-29,2023-01-08,10
2022-12-29,Oil,1220.0,3780.0,2022-12-28,2023-03-28,90
2022-12-29,Butter,2010.0,70.0,2022-12-27,2023-01-26,30
2022-12-29,Butter,2010.0,5000.0,2022-12-29,2023-01-28,30
2022-12-29,Salt,832.0,51.0,2022-12-25,2023-12-25,365
2022-12-29,Salt,832.0,5000.0,2022-12-28,2023-12-28,365
2022-12-29,Cream,11650.0,5000.0,2022-12-29,2023-01-12,14
2022-12-29,Mango,11600.0,5000.0,2022-12-29,2023-01-08,10
2022-12-29,Syrup_Zero,2850.0,5000.0,2022-12-29,2023-06-27,180
2022-12-29,Veggie_Patty,10380.0,5000.0,2022-12-29,2023-01-28,30
2022-12-29,Oreo,1800.0,3200.0,2022-12-28,2023-06-26,180
2022-12-29,Paneer,14300.0,5000.0,2022-12-29,2023-01-05,7
2022-12-29,Chocolate,2610.0,5000.0,2022-12-29,2023-12-29,365
2022-12-29,Flour,8000.0,5000.0,2022-12-29,2023-06-27,180
2022-12-29,Pepper,318.0,3602.000000000002,2022-12-24,2023-12-24,365
2022-12-29,Garlic_Powder,286.0,2562.1999999999994,2022-12-12,2023-12-12,365
2022-12-29,Sugar,12250.0,5000.0,2022-12-29,2023-12-29,365
2022-12-29,Apple,9520.0,5000.0,2022-12-29,2023-01-28,30
2022-12-29,Strawberry,8300.0,5000.0,2022-12-29,2023-01-08,10
2022-12-29,Water,59600.0,5000.0,2022-12-29,2023-12-29,365
2022-12-29,Paprika,429.0,2633.800000000001,2022-12-18,2023-12-18,365
2022-12-29,Masala_Mix,1930.0,270.0,2022-12-26,2023-12-26,365
2022-12-29,Masala_Mix,1930.0,5000.0,2022-12-29,2023-12-29,365
2022-12-29,Syrup,3400.0,1600.0,2022-12-28,2023-06-26,180
2022-12-29,Lettuce,5125.0,5000.0,2022-12-29,2023-01-05,7
2022-12-29,Bread_Crumbs,1080.0,4260.0,2022-12-28,2023-06-26,180
2022-12-29,Milk,53150.0,5000.0,2022-12-29,2023-01-05,7
2022-12-29,Syrup_Sprite,2800.0,2200.0,2022-12-28,2023-06-26,180
2022-12-29,Bun,24400.0,100.0,2022-12-29,2023-01-05,7
2022-12-30,Tomato,7375.0,5000.0,2022-12-30,2023-01-13,14
2022-12-30,Syrup_Diet,4300.0,700.0,2022-12-29,2023-06-27,180
2022-12-30,Syrup_Diet,4300.0,5000.0,2022-12-30,2023-06-28,180
2022-12-30,Cocoa,2320.0,1860.0,2022-12-28,2023-12-28,365
2022-12-30,Egg,15600.0,100.0,2022-12-30,2023-01-04,5
2022-12-30,Potato,31910.0,5000.0,2022-12-30,2023-01-09,10
2022-12-30,Oil,2040.0,1740.0,2022-12-28,2023-03-28,90
2022-12-30,Butter,2590.0,2480.0,2022-12-29,2023-01-28,30
2022-12-30,Salt,1261.0,3790.0,2022-12-28,2023-12-28,365
2022-12-30,Cream,12100.0,5000.0,2022-12-30,2023-01-13,14
2022-12-30,Mango,10700.0,5000.0,2022-12-30,2023-01-09,10
2022-12-30,Syrup_Zero,7450.0,5000.0,2022-12-30,2023-06-28,180
2022-12-30,Veggie_Patty,21940.0,5000.0,2022-12-30,2023-01-29,30
2022-12-30,Oreo,1530.0,1670.0,2022-12-28,2023-06-26,180
2022-12-30,Paneer,8900.0,5000.0,2022-12-30,2023-01-06,7
2022-12-30,Chocolate,1950.0,3050.0,2022-12-29,2023-12-29,365
2022-12-30,Flour,7150.0,5000.0,2022-12-30,2023-06-28,180
2022-12-30,Pepper,482.0,3120.000000000002,2022-12-24,2023-12-24,365
2022-12-30,Garlic_Powder,178.0,2384.1999999999994,2022-12-12,2023-12-12,365
2022-12-30,Sugar,13820.0,5000.0,2022-12-30,2023-12-30,365
2022-12-30,Apple,2160.0,2840.0,2022-12-29,2023-01-28,30
2022-12-30,Strawberry,14100.0,5000.0,2022-12-30,2023-01-09,10
2022-12-30,Water,83000.0,5000.0,2022-12-30,2023-12-30,365
2022-12-30,Paprika,267.0,2366.800000000001,2022-12-18,2023-12-18,365
2022-12-30,Masala_Mix,1460.0,3810.0,2022-12-29,2023-12-29,365
2022-12-30,Syrup,2550.0,5000.0,2022-12-30,2023-06-28,180
2022-12-30,Lettuce,5380.0,5000.0,2022-12-30,2023-01-06,7
2022-12-30,Bread_Crumbs,1400.0,2860.0,2022-12-28,2023-06-26,180
2022-12-30,Milk,61400.0,5000.0,2022-12-30,2023-01-06,7
2022-12-30,Syrup_Sprite,6450.0,5000.0,2022-12-30,2023-06-28,180
2022-12-30,Bun,29750.0,100.0,2022-12-30,2023-01-06,7
2022-12-31,Tomato,6942.0,5000.0,2022-12-31,2023-01-14,14
2022-12-31,Syrup_Diet,3660.0,2040.0,2022-12-30,2023-06-28,180
2022-12-31,Cocoa,2088.0,5000.0,2022-12-31,2023-12-31,365
2022-12-31,Egg,13320.0,100.0,2022-12-31,2023-01-05,5
2022-12-31,Potato,38928.0,5000.0,2022-12-31,2023-01-10,10
2022-12-31,Oil,3336.0,5000.0,2022-12-31,2023-03-31,90
2022-12-31,Butter,2328.0,152.0,2022-12-29,2023-01-28,30
2022-12-31,Butter,2328.0,5000.0,2022-12-31,2023-01-30,30
2022-12-31,Salt,1700.4,2089.6,2022-12-28,2023-12-28,365
2022-12-31,Cream,15180.0,5000.0,2022-12-31,2023-01-14,14
2022-12-31,Mango,2760.0,2240.0,2022-12-30,2023-01-09,10
2022-12-31,Syrup_Zero,3120.0,1880.0,2022-12-30,2023-06-28,180
2022-12-31,Veggie_Patty,31728.0,5000.0,2022-12-31,2023-01-30,30
2022-12-31,Oreo,3168.0,5000.0,2022-12-31,2023-06-29,180
2022-12-31,Paneer,3000.0,2000.0,2022-12-30,2023-01-06,7
2022-12-31,Chocolate,3744.0,5000.0,2022-12-31,2023-12-31,365
2022-12-31,Flour,6420.0,5000.0,2022-12-31,2023-06-29,180
2022-12-31,Pepper,570.0,2550.000000000002,2022-12-24,2023-12-24,365
2022-12-31,Garlic_Powder,60.0,2324.1999999999994,2022-12-12,2023-12-12,365
2022-12-31,Sugar,10956.0,5000.0,2022-12-31,2023-12-31,365
2022-12-31,Apple,1920.0,920.0,2022-12-29,2023-01-28,30
2022-12-31,Apple,1920.0,5000.0,2022-12-31,2023-01-30,30
2022-12-31,Strawberry,3600.0,1400.0,2022-12-30,2023-01-09,10
2022-12-31,Water,69360.0,5000.0,2022-12-31,2023-12-31,365
2022-12-31,Paprika,90.0,2276.800000000001,2022-12-18,2023-12-18,365
2022-12-31,Masala_Mix,2058.0,1752.0,2022-12-29,2023-12-29,365
2022-12-31,Syrup,2640.0,2360.0,2022-12-30,2023-06-28,180
2022-12-31,Lettuce,5058.0,5000.0,2022-12-31,2023-01-07,7
2022-12-31,Bread_Crumbs,3312.0,5000.0,2022-12-31,2023-06-29,180
2022-12-31,Milk,39900.0,5000.0,2022-12-31,2023-01-07,7
2022-12-31,Syrup_Sprite,7920.0,5000.0,2022-12-31,2023-06-29,180
2022-12-31,Bun,31680.0,100.0,2022-12-31,2023-01-07,7
2023-01-01,Tomato,14677.5,5000.0,2023-01-01,2023-01-15,14
2023-01-01,Syrup_Diet,3825.0,5000.0,2023-01-01,2023-06-30,180
2023-01-01,Cocoa,3360.0,1640.0,2022-12-31,2023-12-31,365
2023-01-01,Egg,18900.0,100.0,2023-01-01,2023-01-06,5
2023-01-01,Potato,59835.0,5000.0,2023-01-01,2023-01-11,10
2023-01-01,Oil,3825.0,1175.0,2022-12-31,2023-03-31,90
2023-01-01,Butter,4245.0,907.0,2022-12-31,2023-01-30,30
2023-01-01,Butter,4245.0,5000.0,2023-01-01,2023-01-31,30
2023-01-01,Salt,2254.5,5000.0,2023-01-01,2024-01-01,365
2023-01-01,Cream,15075.0,5000.0,2023-01-01,2023-01-15,14
2023-01-01,Mango,15900.0,5000.0,2023-01-01,2023-01-11,10
2023-01-01,Syrup_Zero,5625.0,5000.0,2023-01-01,2023-06-30,180
2023-01-01,Veggie_Patty,35910.0,5000.0,2023-01-01,2023-01-31,30
2023-01-01,Oreo,2835.0,2165.0,2022-12-31,2023-06-29,180
2023-01-01,Paneer,21300.0,5000.0,2023-01-01,2023-01-08,7
2023-01-01,Chocolate,1440.0,3560.0,2022-12-31,2023-12-31,365
2023-01-01,Flour,12825.0,5000.0,2023-01-01,2023-06-30,180
2023-01-01,Pepper,862.5,1687.5000000000018,2022-12-24,2023-12-24,365
2023-01-01,Garlic_Powder,426.0,1898.1999999999994,2022-12-12,2023-12-12,365
2023-01-01,Sugar,18420.0,5000.0,2023-01-01,2024-01-01,365
2023-01-01,Apple,7080.0,5000.0,2023-01-01,2023-01-31,30
2023-01-01,Strawberry,12000.0,5000.0,2023-01-01,2023-01-11,10
2023-01-01,Water,101100.0,5000.0,2023-01-01,2024-01-01,365
2023-01-01,Paprika,639.0,1637.800000000001,2022-12-18,2023-12-18,365
2023-01-01,Masala_Mix,3427.5,5000.0,2023-01-01,2024-01-01,365
2023-01-01,Syrup,9300.0,5000.0,2023-01-01,2023-06-30,180
2023-01-01,Lettuce,10792.5,5000.0,2023-01-01,2023-01-08,7
2023-01-01,Bread_Crumbs,2580.0,2420.0,2022-12-31,2023-06-29,180
2023-01-01,Milk,72000.0,5000.0,2023-01-01,2023-01-08,7
2023-01-01,Syrup_Sprite,6525.0,5000.0,2023-01-01,2023-06-30,180
2023-01-01,Bun,53325.0,100.0,2023-01-01,2023-01-08,7
2023-01-02,Tomato,7760.0,5000.0,2023-01-02,2023-01-16,14
2023-01-02,Syrup_Diet,3600.0,1400.0,2023-01-01,2023-06-30,180
2023-01-02,Cocoa,1600.0,40.0,2022-12-31,2023-12-31,365
2023-01-02,Cocoa,1600.0,5000.0,2023-01-02,2024-01-02,365
2023-01-02,Egg,14340.0,100.0,2023-01-02,2023-01-07,5
2023-01-02,Potato,38380.0,5000.0,2023-01-02,2023-01-12,10
2023-01-02,Oil,2550.0,5000.0,2023-01-02,2023-04-02,90
2023-01-02,Butter,2090.0,3817.0,2023-01-01,2023-01-31,30
2023-01-02,Salt,1435.0,3565.0,2023-01-01,2024-01-01,365
2023-01-02,Cream,14500.0,5000.0,2023-01-02,2023-01-16,14
2023-01-02,Mango,13600.0,5000.0,2023-01-02,2023-01-12,10
2023-01-02,Syrup_Zero,1900.0,3100.0,2023-01-01,2023-06-30,180
2023-01-02,Veggie_Patty,23220.0,5000.0,2023-01-02,2023-02-01,30
2023-01-02,Oreo,4260.0,5000.0,2023-01-02,2023-07-01,180
2023-01-02,Paneer,6500.0,5000.0,2023-01-02,2023-01-09,7
2023-01-02,Chocolate,1770.0,1790.0,2022-12-31,2023-12-31,365
2023-01-02,Flour,6450.0,5000.0,2023-01-02,2023-07-01,180
2023-01-02,Pepper,573.0,1114.5000000000018,2022-12-24,2023-12-24,365
2023-01-02,Garlic_Powder,130.0,1768.1999999999994,2022-12-12,2023-12-12,365
2023-01-02,Sugar,14640.0,5000.0,2023-01-02,2024-01-02,365
2023-01-02,Apple,3920.0,1080.0,2023-01-01,2023-01-31,30
2023-01-02,Strawberry,13700.0,5000.0,2023-01-02,2023-01-12,10
2023-01-02,Water,69600.0,5000.0,2023-01-02,2024-01-02,365
2023-01-02,Paprika,195.0,1442.800000000001,2022-12-18,2023-12-18,365
2023-01-02,Masala_Mix,1475.0,3525.0,2023-01-01,2024-01-01,365
2023-01-02,Syrup,6850.0,5000.0,2023-01-02,2023-07-01,180
2023-01-02,Lettuce,5670.0,5000.0,2023-01-02,2023-01-09,7
2023-01-02,Bread_Crumbs,1320.0,1100.0,2022-12-31,2023-06-29,180
2023-01-02,Milk,69950.0,5000.0,2023-01-02,2023-01-09,7
2023-01-02,Syrup_Sprite,5050.0,5000.0,2023-01-02,2023-07-01,180
2023-01-02,Bun,30150.0,100.0,2023-01-02,2023-01-09,7
2023-01-03,Tomato,6875.0,5000.0,2023-01-03,2023-01-17,14
2023-01-03,Syrup_Diet,3050.0,5000.0,2023-01-03,2023-07-02,180
2023-01-03,Cocoa,1800.0,3240.0,2023-01-02,2024-01-02,365
2023-01-03,Egg,11940.0,100.0,2023-01-03,2023-01-08,5
2023-01-03,Potato,36460.0,5000.0,2023-01-03,2023-01-13,10
2023-01-03,Oil,2210.0,2790.0,2023-01-02,2023-04-02,90
2023-01-03,Butter,2600.0,1217.0,2023-01-01,2023-01-31,30
2023-01-03,Salt,1241.0,2324.0,2023-01-01,2024-01-01,365
2023-01-03,Cream,9600.0,5000.0,2023-01-03,2023-01-17,14
2023-01-03,Mango,11800.0,5000.0,2023-01-03,2023-01-13,10
2023-01-03,Syrup_Zero,5750.0,5000.0,2023-01-03,2023-07-02,180
2023-01-03,Veggie_Patty,16520.0,5000.0,2023-01-03,2023-02-02,30
2023-01-03,Oreo,870.0,4130.0,2023-01-02,2023-07-01,180
2023-01-03,Paneer,14000.0,5000.0,2023-01-03,2023-01-10,7
2023-01-03,Chocolate,750.0,1040.0,2022-12-31,2023-12-31,365
2023-01-03,Flour,8500.0,5000.0,2023-01-03,2023-07-02,180
2023-01-03,Pepper,367.0,747.5000000000018,2022-12-24,2023-12-24,365
2023-01-03,Pepper,367.0,5000.0,2023-01-03,2024-01-03,365
2023-01-03,Garlic_Powder,280.0,1488.1999999999994,2022-12-12,2023-12-12,365
2023-01-03,Sugar,10940.0,5000.0,2023-01-03,2024-01-03,365
2023-01-03,Apple,6400.0,5000.0,2023-01-03,2023-02-02,30
2023-01-03,Strawberry,2200.0,2800.0,2023-01-02,2023-01-12,10
2023-01-03,Water,73200.0,5000.0,2023-01-03,2024-01-03,365
2023-01-03,Paprika,420.0,1022.8000000000011,2022-12-18,2023-12-18,365
2023-01-03,Masala_Mix,1825.0,1700.0,2023-01-01,2024-01-01,365
2023-01-03,Syrup,6200.0,5000.0,2023-01-03,2023-07-02,180
2023-01-03,Lettuce,5025.0,5000.0,2023-01-03,2023-01-10,7
2023-01-03,Bread_Crumbs,640.0,460.0,2022-12-31,2023-06-29,180
2023-01-03,Bread_Crumbs,640.0,5000.0,2023-01-03,2023-07-02,180
2023-01-03,Milk,40200.0,5000.0,2023-01-03,2023-01-10,7
2023-01-03,Syrup_Sprite,3300.0,1700.0,2023-01-02,2023-07-01,180
2023-01-03,Bun,28300.0,100.0,2023-01-03,2023-01-10,7
2023-01-04,Tomato,6775.0,5000.0,2023-01-04,2023-01-18,14
2023-01-04,Syrup_Diet,6850.0,5000.0,2023-01-04,2023-07-03,180
2023-01-04,Cocoa,1640.0,1600.0,2023-01-02,2024-01-02,365
2023-01-04,Egg,9300.0,100.0,2023-01-04,2023-01-09,5
2023-01-04,Potato,31080.0,5000.0,2023-01-04,2023-01-14,10
2023-01-04,Oil,2200.0,590.0,2023-01-02,2023-04-02,90
2023-01-04,Oil,2200.0,5000.0,2023-01-04,2023-04-04,90
2023-01-04,Butter,2150.0,5000.0,2023-01-04,2023-02-03,30
2023-01-04,Salt,1071.0,1253.0,2023-01-01,2024-01-01,365
2023-01-04,Cream,6750.0,5000.0,2023-01-04,2023-01-18,14
2023-01-04,Mango,11600.0,5000.0,2023-01-04,2023-01-14,10
2023-01-04,Syrup_Zero,5450.0,5000.0,2023-01-04,2023-07-03,180
2023-01-04,Veggie_Patty,13160.0,5000.0,2023-01-04,2023-02-03,30
2023-01-04,Oreo,2430.0,1700.0,2023-01-02,2023-07-01,180
2023-01-04,Paneer,10900.0,5000.0,2023-01-04,2023-01-11,7
2023-01-04,Chocolate,930.0,110.0,2022-12-31,2023-12-31,365
2023-01-04,Chocolate,930.0,5000.0,2023-01-04,2024-01-04,365
2023-01-04,Flour,6650.0,5000.0,2023-01-04,2023-07-03,180
2023-01-04,Pepper,378.0,369.5000000000018,2022-12-24,2023-12-24,365
2023-01-04,Pepper,378.0,5000.0,2023-01-03,2024-01-03,365
2023-01-04,Garlic_Powder,218.0,1270.1999999999994,2022-12-12,2023-12-12,365
2023-01-04,Sugar,9880.0,5000.0,2023-01-04,2024-01-04,365
2023-01-04,Apple,4080.0,920.0,2023-01-03,2023-02-02,30
2023-01-04,Apple,4080.0,5000.0,2023-01-04,2023-02-03,30
2023-01-04,Strawberry,6900.0,5000.0,2023-01-04,2023-01-14,10
2023-01-04,Water,82000.0,5000.0,2023-01-04,2024-01-04,365
2023-01-04,Paprika,327.0,695.8000000000011,2022-12-18,2023-12-18,365
